Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,situacao,idade_ingresso,bolsista,turno,sexo
"
2",42.0,1.0,9070.0,1.0,170.0,1.0,37.0,25.0,0.0,4.0,148.5,0.0,0.0,0.0,1.0,47.0,0.0,8.0,10.0,14.0,8.0,14.625,0.0,5.0,7.0,7.0,5.0,13.4,0.0,9.4,-0.8,-3.12,Abandono,34.0,Não,Diurno,Masculino
"
1",42.0,1.0,9147.0,1.0,130.0,1.0,34.0,34.0,99.0,99.0,109.8,1.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,23.0,Não,Diurno,Masculino
"
1",1.0,1.0,9238.0,1.0,133.0,41.0,19.0,19.0,9.0,9.0,119.7,1.0,0.0,1.0,1.0,19.0,1.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,8.9,1.4,3.51,Sucesso,19.0,Sim,Diurno,Feminino
"
1",42.0,1.0,9500.0,1.0,122.0,1.0,3.0,3.0,2.0,2.0,122.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,8.0,11.0,6.0,12.491666666666667,0.0,0.0,8.0,11.0,6.0,12.491666666666667,0.0,12.7,3.7,-1.7,Sucesso,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,138.0,1.0,1.0,3.0,4.0,4.0,147.5,1.0,0.0,0.0,1.0,19.0,0.0,6.0,12.0,12.0,12.0,13.666666666666666,0.0,4.0,11.0,12.0,11.0,14.166666666666666,0.0,8.9,1.4,3.51,Sucesso,19.0,Sim,Diurno,Feminino
"
1",17.0,1.0,9085.0,1.0,163.0,14.0,37.0,37.0,9.0,9.0,150.8,1.0,0.0,0.0,1.0,19.0,1.0,0.0,6.0,13.0,6.0,16.0,0.0,0.0,6.0,8.0,6.0,14.5,0.0,15.5,2.8,-4.06,Sucesso,19.0,Não,Diurno,Feminino
"
1",44.0,1.0,9085.0,39.0,150.0,1.0,19.0,37.0,4.0,7.0,150.0,1.0,0.0,0.0,1.0,19.0,0.0,2.0,6.0,8.0,6.0,14.142857142857142,0.0,1.0,6.0,7.0,6.0,13.0,0.0,13.9,-0.3,0.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",39.0,1.0,8014.0,19.0,133.1,1.0,19.0,19.0,144.0,141.0,131.5,0.0,0.0,1.0,1.0,39.0,0.0,0.0,6.0,9.0,6.0,11.833333333333334,0.0,0.0,6.0,9.0,4.0,13.75,0.0,11.1,0.6,2.02,Sucesso,34.0,Sim,Noturno,Feminino
"
1",1.0,1.0,9070.0,1.0,144.0,1.0,1.0,1.0,3.0,5.0,127.2,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,6.0,13.0,0.0,10.8,1.4,1.74,Sucesso,20.0,Sim,Diurno,Feminino
"
1",17.0,1.0,9070.0,1.0,118.0,1.0,38.0,19.0,9.0,3.0,111.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,Sucesso,21.0,Não,Diurno,Feminino
"
1",43.0,5.0,9238.0,1.0,101.0,24.0,37.0,19.0,9.0,7.0,119.9,1.0,0.0,1.0,0.0,22.0,1.0,5.0,11.0,16.0,9.0,10.88888888888889,0.0,2.0,10.0,20.0,4.0,11.25,1.0,9.4,-0.8,-3.12,Sucesso,22.0,Não,Diurno,Feminino
"
1",1.0,2.0,9773.0,1.0,133.0,1.0,19.0,38.0,5.0,0.0,133.7,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,11.0,1.0,13.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,19.0,Não,Diurno,Feminino
"
1",17.0,1.0,9670.0,1.0,133.1,1.0,1.0,19.0,141.0,114.0,140.0,1.0,0.0,0.0,1.0,22.0,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,6.0,6.0,16.0,0.0,13.9,-0.3,0.79,Sucesso,22.0,Não,Diurno,Feminino
"
1",5.0,2.0,9853.0,1.0,124.0,1.0,19.0,19.0,3.0,3.0,113.9,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.0,0.0,12.7,3.7,-1.7,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,127.0,1.0,37.0,38.0,9.0,9.0,120.7,1.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,18.0,Não,Diurno,Masculino
"
1",39.0,1.0,9991.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,121.8,0.0,0.0,0.0,0.0,36.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,34.0,Não,Noturno,Masculino
"
1",18.0,1.0,171.0,1.0,110.0,1.0,19.0,2.0,5.0,5.0,117.7,1.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Sucesso,20.0,Sim,Diurno,Masculino
"
2",39.0,1.0,9147.0,1.0,160.0,1.0,37.0,37.0,9.0,7.0,110.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,5.0,8.0,2.0,11.0,0.0,0.0,5.0,6.0,4.0,11.5,0.0,15.5,2.8,-4.06,Abandono,30.0,Não,Diurno,Masculino
"
1",43.0,1.0,9003.0,1.0,120.0,1.0,1.0,1.0,4.0,10.0,134.4,0.0,0.0,0.0,1.0,24.0,0.0,0.0,6.0,7.0,6.0,15.714285714285714,0.0,0.0,6.0,10.0,6.0,15.9,0.0,15.5,2.8,-4.06,Abandono,24.0,Não,Diurno,Masculino
"
1",1.0,1.0,9147.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,125.3,0.0,0.0,0.0,1.0,26.0,0.0,11.0,15.0,15.0,11.0,10.818181818181818,0.0,12.0,14.0,15.0,11.0,11.636363636363637,1.0,7.6,2.6,0.32,Abandono,26.0,Não,Diurno,Masculino
"
1",1.0,1.0,9147.0,1.0,132.0,1.0,19.0,38.0,9.0,7.0,119.1,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,16.0,1.0,12.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,19.0,Não,Diurno,Masculino
"
5",39.0,1.0,9238.0,1.0,130.0,1.0,19.0,38.0,9.0,10.0,146.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,6.0,8.0,5.0,12.6,0.0,0.0,6.0,11.0,4.0,11.25,0.0,12.4,0.5,1.79,Sucesso,34.0,Não,Diurno,Masculino
"
1",17.0,6.0,9147.0,1.0,129.0,1.0,19.0,1.0,9.0,4.0,122.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,8.0,5.0,11.6,1.0,0.0,5.0,10.0,4.0,10.75,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Não,Diurno,Masculino
"
1",17.0,5.0,9119.0,1.0,130.0,1.0,19.0,1.0,4.0,5.0,118.1,1.0,0.0,1.0,0.0,26.0,0.0,0.0,5.0,11.0,1.0,10.0,0.0,0.0,5.0,14.0,1.0,11.0,0.0,8.9,1.4,3.51,Abandono,26.0,Não,Diurno,Masculino
"
1",39.0,1.0,9670.0,1.0,140.0,1.0,38.0,37.0,7.0,7.0,105.2,0.0,0.0,0.0,1.0,29.0,0.0,0.0,6.0,7.0,1.0,14.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Abandono,29.0,Não,Diurno,Masculino
"
1",17.0,5.0,9119.0,1.0,131.0,1.0,19.0,37.0,9.0,7.0,123.3,1.0,0.0,0.0,1.0,19.0,0.0,0.0,5.0,9.0,5.0,12.6,0.0,0.0,5.0,8.0,2.0,12.5,0.0,8.9,1.4,3.51,Abandono,19.0,Sim,Diurno,Masculino
"
1",17.0,1.0,171.0,1.0,129.0,1.0,1.0,1.0,9.0,9.0,124.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,18.0,Não,Diurno,Masculino
"
1",39.0,1.0,9991.0,19.0,133.1,1.0,19.0,37.0,9.0,9.0,149.4,0.0,0.0,0.0,0.0,29.0,0.0,0.0,5.0,11.0,2.0,11.333333333333334,0.0,0.0,5.0,9.0,1.0,12.0,0.0,11.1,0.6,2.02,Abandono,29.0,Não,Noturno,Masculino
"
1",43.0,1.0,9254.0,1.0,112.0,1.0,37.0,37.0,9.0,9.0,108.5,0.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,5.0,11.4,0.0,9.4,-0.8,-3.12,Sucesso,21.0,Não,Diurno,Masculino
"
1",1.0,1.0,9500.0,1.0,133.1,1.0,38.0,38.0,5.0,10.0,101.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,14.0,5.0,12.87857142857143,0.0,0.0,8.0,15.0,7.0,11.85625,0.0,15.5,2.8,-4.06,Sucesso,20.0,Não,Diurno,Masculino
"
1",1.0,1.0,9085.0,1.0,123.0,1.0,3.0,1.0,2.0,5.0,112.9,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,18.0,Não,Diurno,Masculino
"
1",1.0,1.0,9147.0,1.0,125.0,1.0,1.0,1.0,4.0,2.0,134.1,1.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Abandono,20.0,Não,Diurno,Masculino
"
1",39.0,1.0,9119.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,101.6,0.0,0.0,0.0,1.0,30.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,30.0,Sim,Diurno,Masculino
"
1",18.0,2.0,9670.0,1.0,121.0,1.0,37.0,38.0,4.0,1.0,111.9,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,0.0,6.0,6.0,6.0,14.0,0.0,13.9,-0.3,0.79,Sucesso,19.0,Não,Diurno,Masculino
"
1",51.0,1.0,9147.0,1.0,148.0,1.0,1.0,19.0,9.0,6.0,118.4,1.0,0.0,0.0,1.0,30.0,0.0,0.0,5.0,7.0,5.0,13.4,0.0,0.0,5.0,7.0,4.0,13.25,0.0,8.9,1.4,3.51,Abandono,30.0,Não,Diurno,Masculino
"
1",1.0,1.0,9147.0,1.0,139.0,1.0,38.0,1.0,5.0,5.0,127.1,1.0,0.0,0.0,1.0,22.0,0.0,0.0,5.0,8.0,5.0,11.2,0.0,0.0,5.0,13.0,4.0,11.25,0.0,12.7,3.7,-1.7,Sucesso,22.0,Sim,Diurno,Masculino
"
1",17.0,3.0,171.0,1.0,125.0,1.0,37.0,37.0,5.0,10.0,120.5,1.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Sucesso,22.0,Não,Diurno,Masculino
"
1",17.0,4.0,9070.0,1.0,128.0,1.0,1.0,1.0,9.0,10.0,136.1,1.0,0.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,5.0,11.8,0.0,11.1,0.6,2.02,Abandono,19.0,Não,Diurno,Masculino
"
1",17.0,2.0,9670.0,1.0,132.0,1.0,1.0,19.0,5.0,3.0,124.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,0.0,5.0,5.0,4.0,11.25,0.0,7.6,2.6,0.32,Abandono,21.0,Não,Diurno,Masculino
"
1",17.0,4.0,9085.0,1.0,137.0,1.0,38.0,38.0,151.0,151.0,141.6,0.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,7.0,4.0,12.25,0.0,0.0,5.0,7.0,5.0,12.0,0.0,7.6,2.6,0.32,Sucesso,21.0,Não,Diurno,Masculino
"
1",44.0,1.0,171.0,39.0,160.0,1.0,19.0,38.0,9.0,9.0,160.0,1.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,21.0,Sim,Diurno,Masculino
"
1",39.0,1.0,9147.0,1.0,120.0,1.0,1.0,19.0,4.0,7.0,110.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,5.0,13.0,3.0,10.75,0.0,0.0,5.0,9.0,3.0,10.333333333333334,0.0,15.5,2.8,-4.06,Abandono,27.0,Não,Diurno,Masculino
"
1",43.0,1.0,33.0,1.0,134.0,1.0,37.0,37.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,32.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,32.0,Não,Diurno,Masculino
"
1",39.0,1.0,9670.0,12.0,133.1,1.0,37.0,1.0,9.0,3.0,120.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,34.0,Não,Diurno,Masculino
"
1",44.0,1.0,9130.0,39.0,140.0,1.0,4.0,4.0,2.0,10.0,140.0,1.0,0.0,0.0,1.0,20.0,0.0,1.0,5.0,8.0,2.0,11.5,0.0,1.0,5.0,13.0,2.0,11.5,0.0,12.7,3.7,-1.7,Abandono,20.0,Não,Diurno,Masculino
"
1",1.0,3.0,171.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,124.3,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Sucesso,18.0,Não,Diurno,Masculino
"
1",43.0,1.0,9147.0,1.0,122.0,1.0,1.0,38.0,1.0,7.0,118.9,0.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,11.0,2.0,10.5,0.0,0.0,5.0,13.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,21.0,Não,Diurno,Masculino
"
1",17.0,1.0,9670.0,1.0,141.0,1.0,19.0,37.0,5.0,8.0,130.2,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,18.0,Não,Diurno,Masculino
"
5",7.0,1.0,9070.0,3.0,140.0,1.0,37.0,37.0,7.0,7.0,140.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6.0,6.0,1.0,10.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,30.0,Não,Diurno,Masculino
"
1",39.0,1.0,9003.0,12.0,133.1,1.0,19.0,1.0,9.0,1.0,130.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,6.0,17.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,29.0,Não,Diurno,Masculino
"
1",17.0,2.0,9119.0,1.0,137.0,1.0,1.0,1.0,4.0,4.0,130.4,1.0,0.0,1.0,1.0,18.0,0.0,0.0,5.0,10.0,1.0,12.0,0.0,0.0,5.0,7.0,3.0,10.666666666666666,2.0,7.6,2.6,0.32,Abandono,18.0,Não,Diurno,Masculino
"
1",1.0,2.0,9670.0,1.0,122.0,1.0,1.0,1.0,9.0,9.0,116.1,1.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,6.0,4.0,12.25,0.0,0.0,5.0,5.0,5.0,12.2,0.0,9.4,-0.8,-3.12,Abandono,18.0,Sim,Diurno,Masculino
"
1",44.0,1.0,9003.0,39.0,130.0,1.0,1.0,1.0,3.0,10.0,130.0,0.0,0.0,0.0,1.0,22.0,0.0,4.0,10.0,21.0,5.0,11.4,1.0,2.0,7.0,13.0,6.0,11.666666666666666,0.0,15.5,2.8,-4.06,Abandono,22.0,Não,Diurno,Masculino
"
1",43.0,2.0,9991.0,1.0,140.0,1.0,37.0,37.0,5.0,5.0,124.3,1.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Abandono,27.0,Não,Noturno,Masculino
"
1",17.0,6.0,9670.0,1.0,125.0,1.0,38.0,1.0,9.0,7.0,125.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,8.0,4.0,14.25,0.0,0.0,6.0,10.0,5.0,14.0,0.0,10.8,1.4,1.74,Sucesso,20.0,Não,Diurno,Masculino
"
1",51.0,1.0,8014.0,2.0,110.0,1.0,19.0,38.0,9.0,10.0,110.0,0.0,0.0,0.0,1.0,42.0,0.0,8.0,12.0,12.0,11.0,14.454545454545457,0.0,7.0,11.0,11.0,10.0,14.2,0.0,11.1,0.6,2.02,Sucesso,34.0,Não,Noturno,Masculino
"
1",1.0,1.0,9003.0,1.0,133.1,1.0,38.0,38.0,4.0,8.0,115.0,0.0,0.0,1.0,1.0,21.0,0.0,8.0,12.0,13.0,12.0,14.538461538461538,0.0,4.0,12.0,14.0,12.0,14.461538461538462,0.0,15.5,2.8,-4.06,Sucesso,21.0,Não,Diurno,Masculino
"
1",43.0,1.0,9500.0,1.0,132.0,1.0,1.0,38.0,7.0,7.0,129.6,0.0,1.0,0.0,1.0,23.0,0.0,0.0,7.0,10.0,6.0,12.733333333333334,0.0,0.0,8.0,10.0,7.0,11.95,0.0,16.2,0.3,-0.92,Sucesso,23.0,Não,Diurno,Masculino
"
1",51.0,1.0,9070.0,1.0,122.0,1.0,38.0,38.0,9.0,9.0,128.8,1.0,0.0,0.0,1.0,21.0,0.0,4.0,12.0,13.0,5.0,13.2,0.0,4.0,12.0,12.0,4.0,13.5,0.0,8.9,1.4,3.51,Abandono,21.0,Não,Diurno,Masculino
"
1",1.0,3.0,171.0,1.0,155.0,1.0,4.0,3.0,1.0,1.0,144.2,1.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Sucesso,19.0,Não,Diurno,Masculino
"
2",39.0,1.0,9238.0,1.0,120.0,1.0,37.0,37.0,7.0,7.0,134.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,0.0,6.0,10.0,4.0,12.75,0.0,8.9,1.4,3.51,Abandono,34.0,Sim,Diurno,Masculino
"
1",43.0,1.0,9147.0,1.0,129.0,1.0,19.0,1.0,9.0,5.0,112.0,0.0,0.0,0.0,1.0,22.0,0.0,5.0,9.0,9.0,5.0,11.2,0.0,5.0,9.0,14.0,7.0,11.25,2.0,12.7,3.7,-1.7,Abandono,22.0,Não,Diurno,Masculino
"
1",1.0,2.0,9500.0,1.0,144.0,1.0,38.0,37.0,9.0,9.0,128.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,6.0,13.2,0.0,0.0,7.0,7.0,6.0,13.2,0.0,7.6,2.6,0.32,Sucesso,19.0,Não,Diurno,Masculino
"
1",17.0,4.0,9119.0,1.0,133.0,1.0,3.0,1.0,9.0,3.0,123.2,1.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,13.6,0.0,0.0,5.0,6.0,5.0,14.6,0.0,8.9,1.4,3.51,Sucesso,18.0,Não,Diurno,Masculino
"
1",17.0,3.0,9119.0,1.0,131.0,1.0,37.0,37.0,9.0,7.0,118.4,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,11.5,4.0,7.6,2.6,0.32,Abandono,18.0,Não,Diurno,Masculino
"
1",51.0,1.0,9670.0,1.0,133.1,1.0,3.0,1.0,3.0,10.0,116.2,0.0,0.0,0.0,1.0,24.0,0.0,0.0,6.0,11.0,5.0,12.857142857142858,0.0,0.0,6.0,12.0,5.0,13.666666666666666,0.0,11.1,0.6,2.02,Abandono,24.0,Não,Diurno,Masculino
"
1",17.0,1.0,9670.0,1.0,118.0,1.0,19.0,38.0,7.0,9.0,113.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,13.5,0.0,0.0,6.0,6.0,6.0,14.0,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",17.0,3.0,9853.0,1.0,133.1,1.0,12.0,1.0,4.0,0.0,134.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,7.6,2.6,0.32,Abandono,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,145.0,1.0,3.0,1.0,4.0,3.0,149.9,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,125.0,1.0,1.0,1.0,4.0,4.0,119.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,12.82875,0.0,0.0,8.0,8.0,8.0,12.82875,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Sim,Diurno,Feminino
"
1",43.0,1.0,9130.0,1.0,125.0,1.0,39.0,3.0,3.0,2.0,125.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,5.0,6.0,0.0,0.0,5.0,0.0,5.0,6.0,4.0,13.75,1.0,10.8,1.4,1.74,Sucesso,21.0,Não,Diurno,Feminino
"
1",1.0,3.0,9500.0,1.0,148.0,1.0,1.0,19.0,4.0,5.0,135.1,1.0,0.0,1.0,1.0,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,18.0,Não,Diurno,Feminino
"
1",1.0,4.0,9070.0,1.0,139.0,1.0,3.0,19.0,1.0,5.0,138.3,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Não,Diurno,Feminino
"
1",17.0,2.0,9500.0,1.0,130.0,1.0,38.0,38.0,7.0,7.0,122.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,13.937142857142858,0.0,0.0,8.0,8.0,7.0,13.937142857142858,0.0,10.8,1.4,1.74,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,9070.0,1.0,148.0,1.0,3.0,1.0,2.0,10.0,148.0,1.0,0.0,0.0,1.0,20.0,0.0,7.0,12.0,12.0,10.0,14.7,0.0,8.0,12.0,12.0,12.0,14.583333333333334,0.0,15.5,2.8,-4.06,Sucesso,20.0,Não,Diurno,Feminino
"
1",1.0,2.0,9773.0,1.0,130.0,1.0,1.0,1.0,9.0,4.0,126.2,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,6.0,5.0,12.2,0.0,12.7,3.7,-1.7,Sucesso,18.0,Não,Diurno,Feminino
"
1",43.0,4.0,9500.0,6.0,134.0,1.0,37.0,37.0,9.0,9.0,129.8,1.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,7.0,6.0,14.85,0.0,0.0,7.0,7.0,6.0,14.85,0.0,7.6,2.6,0.32,Sucesso,20.0,Não,Diurno,Feminino
"
1",39.0,1.0,9085.0,19.0,133.1,1.0,19.0,37.0,7.0,90.0,104.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,5.0,11.0,1.0,12.0,1.0,0.0,5.0,12.0,0.0,0.0,4.0,10.8,1.4,1.74,Abandono,26.0,Não,Diurno,Feminino
"
1",18.0,4.0,9500.0,1.0,137.0,1.0,3.0,1.0,3.0,4.0,126.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,13.6875,0.0,0.0,8.0,9.0,8.0,15.622222222222222,0.0,13.9,-0.3,0.79,Abandono,18.0,Não,Diurno,Feminino
"
1",39.0,1.0,8014.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,6.0,14.0,5.0,12.4,0.0,0.0,6.0,10.0,5.0,11.6,0.0,9.4,-0.8,-3.12,Sucesso,34.0,Não,Noturno,Feminino
"
1",1.0,2.0,9500.0,1.0,137.0,1.0,1.0,3.0,4.0,3.0,124.6,0.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,10.0,7.0,13.398,0.0,0.0,8.0,8.0,8.0,13.5425,0.0,15.5,2.8,-4.06,Sucesso,18.0,Não,Diurno,Feminino
"
1",17.0,1.0,9991.0,1.0,140.0,1.0,38.0,37.0,6.0,7.0,127.3,0.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Abandono,20.0,Não,Noturno,Feminino
"
1",2.0,1.0,9147.0,1.0,150.0,1.0,37.0,37.0,9.0,9.0,122.0,1.0,0.0,0.0,1.0,29.0,0.0,13.0,15.0,19.0,13.0,11.76923076923077,0.0,12.0,14.0,17.0,14.0,11.928571428571429,0.0,9.4,-0.8,-3.12,Sucesso,29.0,Não,Diurno,Feminino
"
1",7.0,1.0,9238.0,3.0,130.0,1.0,1.0,1.0,4.0,10.0,125.1,0.0,0.0,1.0,0.0,27.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Abandono,27.0,Não,Diurno,Feminino
"
1",1.0,1.0,9085.0,1.0,133.1,1.0,19.0,38.0,5.0,7.0,110.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,8.0,6.0,13.285714285714286,0.0,0.0,6.0,11.0,6.0,13.0,0.0,11.1,0.6,2.02,Sucesso,21.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,134.0,1.0,1.0,19.0,4.0,9.0,129.8,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,8.0,6.0,11.166666666666666,0.0,15.5,2.8,-4.06,Sucesso,20.0,Sim,Diurno,Feminino
